semantic_candidate_name,exact_dungeondraft_uri,asset_kind,compatible_mcp_operations,source,original_dungeondraft_category,original_dungeondraft_tags,dimensions_or_scale,discovery_status,validation_status
"Cave Crystals 02","res://textures/objects/clutter/cavern/cave_crystals_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cave Crystals 03","res://textures/objects/clutter/cavern/cave_crystals_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cave Crystals 04","res://textures/objects/clutter/cavern/cave_crystals_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cave Crystals 05","res://textures/objects/clutter/cavern/cave_crystals_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cave Crystals 06","res://textures/objects/clutter/cavern/cave_crystals_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cave Crystals 07","res://textures/objects/clutter/cavern/cave_crystals_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cave Crystals 08","res://textures/objects/clutter/cavern/cave_crystals_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cave Crystals 09","res://textures/objects/clutter/cavern/cave_crystals_09.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cave Crystals 10","res://textures/objects/clutter/cavern/cave_crystals_10.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cave Hole 01","res://textures/objects/clutter/cavern/cave_hole_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cave Hole 02","res://textures/objects/clutter/cavern/cave_hole_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cave Hole 03","res://textures/objects/clutter/cavern/cave_hole_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cave Hole 04","res://textures/objects/clutter/cavern/cave_hole_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cave Hole 05","res://textures/objects/clutter/cavern/cave_hole_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Stalagmites 01","res://textures/objects/clutter/cavern/stalagmites_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Stalagmites 02","res://textures/objects/clutter/cavern/stalagmites_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Stalagmites 03","res://textures/objects/clutter/cavern/stalagmites_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Stalagmites 04","res://textures/objects/clutter/cavern/stalagmites_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Stalagmites 05","res://textures/objects/clutter/cavern/stalagmites_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Stalagmites 06","res://textures/objects/clutter/cavern/stalagmites_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sailor Hat 01","res://textures/objects/clutter/clothing/sailor_hat_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cocoon 01","res://textures/objects/clutter/cobwebs/cocoon_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cocoon 02","res://textures/objects/clutter/cobwebs/cocoon_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spider 01","res://textures/objects/clutter/cobwebs/spider_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spider 02","res://textures/objects/clutter/cobwebs/spider_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spider Dead 01","res://textures/objects/clutter/cobwebs/spider_dead_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spider Dead 02","res://textures/objects/clutter/cobwebs/spider_dead_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spider Egg 01","res://textures/objects/clutter/cobwebs/spider_egg_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spiderweb 01","res://textures/objects/clutter/cobwebs/spiderweb_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spiderweb 02","res://textures/objects/clutter/cobwebs/spiderweb_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spiderweb 03","res://textures/objects/clutter/cobwebs/spiderweb_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spiderweb 04","res://textures/objects/clutter/cobwebs/spiderweb_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spiderweb 05","res://textures/objects/clutter/cobwebs/spiderweb_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spiderweb 06","res://textures/objects/clutter/cobwebs/spiderweb_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spiderweb 07","res://textures/objects/clutter/cobwebs/spiderweb_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spiderweb 08","res://textures/objects/clutter/cobwebs/spiderweb_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spiderweb 09","res://textures/objects/clutter/cobwebs/spiderweb_09.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spiderweb 10","res://textures/objects/clutter/cobwebs/spiderweb_10.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spiderweb 11","res://textures/objects/clutter/cobwebs/spiderweb_11.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spiderweb 12","res://textures/objects/clutter/cobwebs/spiderweb_12.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spiderweb 13","res://textures/objects/clutter/cobwebs/spiderweb_13.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spiderweb 14","res://textures/objects/clutter/cobwebs/spiderweb_14.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spiderweb 15","res://textures/objects/clutter/cobwebs/spiderweb_15.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spiderweb 16","res://textures/objects/clutter/cobwebs/spiderweb_16.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spiderweb 17","res://textures/objects/clutter/cobwebs/spiderweb_17.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spiderweb 18","res://textures/objects/clutter/cobwebs/spiderweb_18.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spiderweb 19","res://textures/objects/clutter/cobwebs/spiderweb_19.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spiderweb 20","res://textures/objects/clutter/cobwebs/spiderweb_20.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spiderweb 21","res://textures/objects/clutter/cobwebs/spiderweb_21.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Broken Glass 01","res://textures/objects/clutter/floor/broken_glass_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Broken Glass 02","res://textures/objects/clutter/floor/broken_glass_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Broken Glass 03","res://textures/objects/clutter/floor/broken_glass_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Broken Glass 04","res://textures/objects/clutter/floor/broken_glass_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Broken Glass 05","res://textures/objects/clutter/floor/broken_glass_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Broken Glass 06","res://textures/objects/clutter/floor/broken_glass_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Broken Glass 07","res://textures/objects/clutter/floor/broken_glass_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Broken Pottery 01","res://textures/objects/clutter/floor/broken_pottery_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Broken Pottery 02","res://textures/objects/clutter/floor/broken_pottery_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Broken Pottery 03","res://textures/objects/clutter/floor/broken_pottery_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Broken Pottery 04","res://textures/objects/clutter/floor/broken_pottery_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Broken Pottery 05","res://textures/objects/clutter/floor/broken_pottery_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Broken Pottery 06","res://textures/objects/clutter/floor/broken_pottery_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Broken Pottery 07","res://textures/objects/clutter/floor/broken_pottery_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
